levelName,p,cost,deaths,lives,refers,dxc,dxb,att,check,DH.presumptive,DH.evaluated,DH.treated,PHC.presumptive,PHC.evaluated,PHC.treated
 ¦   ¦   ¦   ¦       ¦       ¦   ¦   ¦   ¦--Survives                             ,1,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦   ¦   ¦   °--Dies                                 ,1,0,1,0,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦   ¦   °--No TB treatment                          ,1,0,0,0,0,0,0,0,0,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦   ¦       ¦--Survives                             ,1,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦   ¦       °--Dies                                 ,1,0,1,0,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦   °--RifR-TB diagnosed                            ,1,0,0,0,0,0,0,0,0,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦       ¦--RifR-TB treatment                        ,1,0,0,0,0,0,0,1,0,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦       ¦   ¦--Survives                             ,1,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦       ¦   °--Dies                                 ,1,0,1,0,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦       °--No TB treatment                          ,1,0,0,0,0,0,0,0,0,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦           ¦--Survives                             ,1,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦           °--Dies                                 ,1,0,1,0,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦--TB diagnosed (clinical)                          ,1,0,0,0,0,1,0,0,0,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦   ¦--RifS-TB treatment                            ,1-p.ptltfu,0,0,0,0,0,0,1,0,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦   ¦   ¦--Survives                                 ,1-p.cfr.tx,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦   ¦   °--Dies                                     ,p.cfr.tx,0,1,0,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦   °--No TB treatment                              ,p.ptltfu,0,0,0,0,0,0,0,0,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦       ¦--Survives                                 ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       ¦       °--Dies                                     ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦       °--No TB diagnosed                                  ,1,0,0,0,0,0,0,0,0,,,,,,
 ¦   ¦   ¦   ¦       ¦           ¦--Survives                                     ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       ¦           °--Dies                                         ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦       °--No reassessment                                          ,1,0,0,0,0,0,0,0,0,,,,,,
 ¦   ¦   ¦   ¦           ¦--Survives                                             ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   ¦           °--Dies                                                 ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
 ¦   ¦   ¦   °--No assessment                                                    ,1,0,0,0,0,0,0,0,0,,,,,,
 ¦   ¦   ¦       ¦--Survives                                                     ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦   ¦       °--Dies                                                         ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
 ¦   ¦   °--Not presumptive TB                                                   ,1,0,0,0,0,0,0,0,0,,,,,,
 ¦   ¦       ¦--Survives                                                         ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
 ¦   ¦       °--Dies                                                             ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
 ¦   °--Not screened                                                             ,1,0,0,0,0,0,0,0,0,,,,,,
 ¦       ¦--Survives                                                             ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
 ¦       °--Dies                                                                 ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
 °--Present at PHC                                                               ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦--TB screening                                                             ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦--Presumptive TB at PHC                                                ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦--Clinical & or bacteriological assessment                         ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦   ¦--TB diagnosed (bacteriological)                               ,1,0,0,0,0,0,1,0,0,,,,,,
     ¦   ¦   ¦   ¦   ¦--RifS-TB diagnosed                                        ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦   ¦   ¦   ¦--RifS-TB treatment                                    ,1,0,0,0,0,0,0,1,0,,,,,,
     ¦   ¦   ¦   ¦   ¦   ¦   ¦--Survives                                         ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦   ¦   ¦   °--Dies                                             ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦   ¦   °--No TB treatment                                      ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦   ¦   ¦       ¦--Survives                                         ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦   ¦       °--Dies                                             ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦   °--RifR-TB diagnosed                                        ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦   ¦       ¦--RifR-TB treatment                                    ,1,0,0,0,0,0,0,1,0,,,,,,
     ¦   ¦   ¦   ¦       ¦   ¦--Survives                                         ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦       ¦   °--Dies                                             ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦       °--No TB treatment                                      ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦   ¦           ¦--Survives                                         ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦           °--Dies                                             ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦--TB diagnosed (clinical)                                      ,1,0,0,0,0,1,0,0,0,,,,,,
     ¦   ¦   ¦   ¦   ¦--RifS-TB treatment                                        ,1-p.ptltfu,0,0,0,0,0,0,1,0,,,,,,
     ¦   ¦   ¦   ¦   ¦   ¦--Survives                                             ,1-p.cfr.tx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦   ¦   °--Dies                                                 ,p.cfr.tx,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦   °--No TB treatment                                          ,p.ptltfu,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦   ¦       ¦--Survives                                             ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   ¦       °--Dies                                                 ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦   °--No TB diagnosed                                              ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦       °--Refer to hospital                                        ,1,0,0,0,1,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦--Clinical & or bacteriological assessment             ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦   ¦--TB diagnosed (bacteriological)                   ,1,0,0,0,0,0,1,0,0,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦--RifS-TB diagnosed                            ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦   ¦--RifS-TB treatment                        ,1,0,0,0,0,0,0,1,0,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦   ¦   ¦--Survives                             ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦   ¦   °--Dies                                 ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦   °--No TB treatment                          ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦       ¦--Survives                             ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦       °--Dies                                 ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦   °--RifR-TB diagnosed                            ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦   ¦       ¦--RifR-TB treatment                        ,1,0,0,0,0,0,0,1,0,,,,,,
     ¦   ¦   ¦           ¦   ¦       ¦   ¦--Survives                             ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦       ¦   °--Dies                                 ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦       °--No TB treatment                          ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦   ¦           ¦--Survives                             ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦           °--Dies                                 ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦--TB diagnosed (clinical)                          ,1,0,0,0,0,1,0,0,0,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦--RifS-TB treatment                            ,1-p.ptltfu,0,0,0,0,0,0,1,0,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦   ¦--Survives                                 ,1-p.cfr.tx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦   ¦   °--Dies                                     ,p.cfr.tx,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦   °--No TB treatment                              ,p.ptltfu,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦   ¦       ¦--Survives                                 ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   ¦       °--Dies                                     ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦   °--No TB diagnosed                                  ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦--Reassessment                                 ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦   °--Clinical & or bacteriological assessment*,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦--TB diagnosed (bacteriological)       ,1,0,0,0,0,0,1,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦--RifS-TB diagnosed                ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦   ¦--RifS-TB treatment            ,1,0,0,0,0,0,0,1,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦   ¦   ¦--Survives                 ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦   ¦   °--Dies                     ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦   °--No TB treatment              ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦       ¦--Survives                 ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦       °--Dies                     ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   °--RifR-TB diagnosed                ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦       ¦--RifR-TB treatment            ,1,0,0,0,0,0,0,1,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦       ¦   ¦--Survives                 ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦       ¦   °--Dies                     ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦       °--No TB treatment              ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦           ¦--Survives                 ,1,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦           °--Dies                     ,1,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦--TB diagnosed (clinical)              ,1,0,0,0,0,1,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦--RifS-TB treatment                ,1-p.ptltfu,0,0,0,0,0,0,1,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦   ¦--Survives                     ,1-p.cfr.tx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   ¦   °--Dies                         ,p.cfr.tx,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦   °--No TB treatment                  ,p.ptltfu,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦       ¦--Survives                     ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       ¦       °--Dies                         ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦       °--No TB diagnosed                      ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦       ¦           ¦--Survives                         ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       ¦           °--Dies                             ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦       °--No reassessment                              ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦           ¦           ¦--Survives                                 ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           ¦           °--Dies                                     ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   ¦           °--Does not reach hospital                              ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦   ¦               ¦--Survives                                         ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦   ¦               °--Dies                                             ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
     ¦   ¦   °--No assessment                                                    ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦   ¦       ¦--Survives                                                     ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
     ¦   ¦       °--Dies                                                         ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
     ¦   °--Not presumptive TB                                                   ,1,0,0,0,0,0,0,0,0,,,,,,
     ¦       ¦--Survives                                                         ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
     ¦       °--Dies                                                             ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
     °--Not screened                                                             ,1,0,0,0,0,0,0,0,0,,,,,,
         ¦--Survives                                                             ,1-p.cfr.notx,0,0,1,0,0,0,0,1,,,,,,
         °--Dies                                                                 ,p.cfr.notx,0,1,0,0,0,0,0,1,,,,,,
